Education,Experience_Years,Projects_Count,Certification,Python,JavaScript,SQL,Machine_Learning,Java,HTML_CSS,Career_Role
BCA,4.0,4.0,,1.0,1.0,0.0,0.0,0.0,1.0,Frontend Developer
M.Tech,0.0,1.0,Google,1.0,0.0,,0.0,0.0,1.0,Software Engineer
B.E.,5.0,7.0,Coursera,1.0,1.0,1.0,0.0,0.0,1.0,Backend Developer
B.E.,1.0,3.0,None,,0.0,1.0,1.0,0.0,1.0,Data Scientist
B.Tech,1.0,1.0,None,,,0.0,1.0,1.0,0.0,Data Scientist
,3.0,2.0,Coursera,1.0,1.0,1.0,1.0,0.0,0.0,Data Scientist
BCA,7.0,6.0,AWS,,0.0,,0.0,1.0,1.0,Data Analyst
B.Tech,,2.0,None,0.0,1.0,,0.0,0.0,1.0,Frontend Developer
B.E.,8.0,6.0,Coursera,0.0,1.0,0.0,0.0,0.0,1.0,Frontend Developer
MCA,1.0,1.0,None,1.0,1.0,0.0,1.0,1.0,0.0,Software Engineer
B.Tech,4.0,2.0,AWS,0.0,1.0,1.0,0.0,0.0,1.0,Frontend Developer
M.Tech,6.0,5.0,AWS,1.0,1.0,1.0,,1.0,1.0,Software Engineer
B.Tech,,1.0,AWS,1.0,0.0,1.0,1.0,0.0,0.0,Data Scientist
BCA,5.0,3.0,Coursera,0.0,,,0.0,0.0,,Data Analyst
B.Tech,0.0,5.0,Google,1.0,0.0,1.0,0.0,,1.0,Full Stack Developer
M.Tech,0.0,3.0,Google,0.0,1.0,,0.0,0.0,,Frontend Developer
BCA,0.0,,None,1.0,0.0,1.0,1.0,0.0,1.0,Data Scientist
BCA,3.0,4.0,None,1.0,0.0,1.0,0.0,1.0,,Software Engineer
B.Sc.,2.0,4.0,edX,1.0,0.0,0.0,,,0.0,Machine Learning Engineer
B.E.,3.0,3.0,None,1.0,1.0,1.0,1.0,1.0,1.0,Full Stack Developer
B.Tech,6.0,,None,1.0,1.0,1.0,0.0,0.0,0.0,Backend Developer
B.E.,1.0,3.0,Coursera,1.0,0.0,0.0,1.0,,0.0,Data Scientist
MCA,,8.0,None,1.0,0.0,1.0,1.0,0.0,0.0,Data Scientist
B.Tech,1.0,1.0,,0.0,1.0,0.0,0.0,0.0,1.0,Frontend Developer
B.E.,1.0,1.0,edX,0.0,1.0,1.0,0.0,0.0,1.0,Full Stack Developer
MCA,5.0,5.0,Coursera,0.0,,1.0,,0.0,0.0,Data Analyst
,0.0,0.0,None,1.0,0.0,0.0,1.0,1.0,0.0,Machine Learning Engineer
B.Tech,1.0,,edX,1.0,0.0,0.0,0.0,1.0,0.0,Software Engineer
B.Tech,1.0,2.0,None,1.0,,1.0,1.0,0.0,0.0,Data Scientist
B.Tech,2.0,1.0,edX,1.0,1.0,1.0,,0.0,0.0,Data Analyst
BCA,5.0,1.0,None,1.0,0.0,1.0,1.0,,0.0,Machine Learning Engineer
B.Sc.,2.0,5.0,None,1.0,0.0,1.0,1.0,0.0,,Data Analyst
B.Tech,1.0,1.0,AWS,0.0,1.0,1.0,0.0,0.0,1.0,Full Stack Developer
,1.0,4.0,Coursera,1.0,0.0,1.0,1.0,0.0,0.0,Machine Learning Engineer
B.Tech,1.0,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,Full Stack Developer
MCA,0.0,,None,1.0,0.0,1.0,0.0,0.0,0.0,Data Scientist
B.Tech,1.0,4.0,Coursera,0.0,1.0,1.0,0.0,1.0,1.0,Software Engineer
B.Tech,0.0,0.0,AWS,0.0,1.0,1.0,1.0,1.0,,Backend Developer
MCA,5.0,3.0,None,0.0,,,0.0,1.0,1.0,Backend Developer
B.Tech,1.0,3.0,,0.0,1.0,0.0,0.0,1.0,1.0,Full Stack Developer
BCA,5.0,2.0,Coursera,,,1.0,1.0,,0.0,Data Scientist
B.E.,1.0,2.0,,,0.0,,1.0,1.0,0.0,Machine Learning Engineer
MCA,2.0,2.0,None,0.0,0.0,,1.0,1.0,1.0,Software Engineer
M.Tech,7.0,5.0,None,1.0,0.0,1.0,1.0,1.0,1.0,Machine Learning Engineer
BCA,5.0,7.0,Google,1.0,0.0,1.0,1.0,0.0,,Data Scientist
MCA,4.0,3.0,None,1.0,,0.0,0.0,0.0,,Full Stack Developer
B.E.,4.0,1.0,None,1.0,1.0,1.0,0.0,1.0,0.0,Backend Developer
BCA,4.0,2.0,None,0.0,1.0,1.0,1.0,0.0,1.0,Frontend Developer
B.Tech,8.0,2.0,None,1.0,,1.0,0.0,,1.0,Full Stack Developer
B.Tech,5.0,4.0,None,0.0,1.0,1.0,0.0,0.0,1.0,Full Stack Developer
B.Tech,7.0,1.0,Google,1.0,1.0,,0.0,0.0,0.0,Software Engineer
B.E.,8.0,,Coursera,0.0,1.0,,0.0,1.0,1.0,Backend Developer
M.Tech,3.0,7.0,None,1.0,1.0,1.0,1.0,0.0,0.0,Data Scientist
B.Tech,1.0,2.0,edX,0.0,1.0,,0.0,0.0,1.0,Full Stack Developer
B.Tech,3.0,7.0,Coursera,1.0,,1.0,,0.0,1.0,Backend Developer
MCA,4.0,2.0,None,1.0,1.0,1.0,0.0,0.0,1.0,Backend Developer
M.Tech,3.0,4.0,None,0.0,1.0,1.0,0.0,0.0,1.0,Frontend Developer
B.Tech,1.0,3.0,AWS,1.0,0.0,1.0,1.0,0.0,0.0,Data Scientist
B.Sc.,4.0,5.0,Coursera,1.0,1.0,0.0,0.0,0.0,1.0,Frontend Developer
BCA,0.0,0.0,None,1.0,1.0,1.0,1.0,1.0,0.0,Software Engineer
B.Tech,5.0,1.0,None,0.0,,1.0,0.0,,,Software Engineer
B.E.,1.0,0.0,None,0.0,1.0,0.0,0.0,0.0,1.0,Frontend Developer
,1.0,0.0,None,1.0,1.0,1.0,0.0,0.0,0.0,Backend Developer
B.E.,0.0,3.0,Coursera,1.0,0.0,0.0,0.0,1.0,,Software Engineer
B.E.,4.0,2.0,,1.0,1.0,1.0,0.0,,1.0,Full Stack Developer
,8.0,4.0,None,0.0,1.0,1.0,0.0,0.0,1.0,Full Stack Developer
B.E.,5.0,6.0,None,0.0,1.0,1.0,0.0,1.0,0.0,Software Engineer
B.Tech,4.0,,None,1.0,,1.0,1.0,,0.0,Data Scientist
B.Tech,5.0,6.0,None,1.0,0.0,1.0,1.0,1.0,1.0,Machine Learning Engineer
B.E.,1.0,,None,1.0,1.0,,1.0,0.0,1.0,Data Scientist
MCA,3.0,0.0,edX,0.0,0.0,1.0,0.0,1.0,0.0,Backend Developer
MCA,5.0,3.0,None,1.0,0.0,0.0,1.0,,1.0,Machine Learning Engineer
B.Tech,,1.0,Coursera,1.0,1.0,1.0,0.0,1.0,1.0,Software Engineer
BCA,,3.0,,1.0,1.0,1.0,0.0,0.0,1.0,Frontend Developer
B.E.,3.0,1.0,None,0.0,1.0,0.0,0.0,0.0,1.0,Frontend Developer
BCA,1.0,3.0,edX,1.0,1.0,1.0,0.0,0.0,0.0,Backend Developer
B.Tech,,1.0,None,1.0,0.0,1.0,1.0,0.0,0.0,Data Scientist
